AAQ73929_DBLa1.3,IT4var03_DBLa1.3,PFCLINvar34_DBLa1.3,PFI1820w_DBLa1.3,PFF0020c_DBLa1.3,PFA0015c_DBLa1.3,PFCLINvar57_DBLa0.8,IGHvar07_DBLa0.5,PF07_0048_DBLa0.1,PFA0005w_DBLa0.11,PFCLINvar40_DBLa0.9,PFCLINvar31_DBLa2,PFI0005w_DBLa0.16,ACJ68328_DBLa1.5,RAJ116var16_DBLa1.6,PFCLINvar30_DBLa2,IT4var62_DBLa0.1,RAJ116var09_DBLa0.5,HB3var06_DBLa1.5,IGHvar10_DBLa1.4,DD2var51_DBLa0.1,RAJ116var15_DBLa0.9,IT4var46_DBLa0.10,IGHvar35_DBLa0.11,HB3var04_DBLa1.5,DD2var43_DBLa1.2,IT4var67_DBLa0.10,IT4var24_DBLa0.10,IT4var51_DBLa0.17,PFCLINvar41_DBLa0.17,PFL2665c_DBLa0.19,IGHvar29_DBLa0.5,IGHvar03_DBLa0.5,DD2var16_DBLa0.19,PFCLINvar46_DBLa0.1,PF08_0106_DBLa0.2,PFCLINvar15_DBLa0.8,MAL7P1.212_DBLa0.17,PFCLINvar54_DBLa0.15,DD2var11_DBLa0.15,RAJ116var19_DBLa1.6,DD2var03_DBLa1.5,IT4var07_DBLa1.7,IGHvar27_DBLa1.7,PFD0625c_DBLa0.1,PFCLINvar47_DBLa0.17,MAL7P1.50_DBLa0.1,HB3var25_DBLa0.23,MAL7P1.55_DBLa0.9,PFL0005w_DBLa0.9,PFCLINvar45_DBLa0.12,PF07_0050_DBLa0.18,PFCLINvar33_DBLa1.7,IT4var08_DBLa1.7,RAJ116var22_DBLa0.12,PFCLINvar52_DBLa0.18,AY028643_DBLa0.8,IGHvar36_DBLa0.22,IGHvar13_DBLa0.14,IGHvar08_DBLa0.14,HB3var16_DBLa0.9,AAB60251_DBLa0.11,HB3var17_DBLa0.6,HB3var12_DBLa0.7,PFL0935c_DBLa0.16,PFCLINvar64_DBLa0.19,PFB0010w_DBLa0.7,DD2var29_DBLa0.16,PFCLINvar55_DBLa0.5,HB3var31_DBLa0.1,IGHvar17_DBLa0.5,RAJ116var26_DBLa0.15,DD2var23_DBLa0.9,MAL8P1.220_DBLa0.1,HB3var48_DBLa0.4,IGHvar28_DBLa0.4,PREICHvar93_DBLa0.16,PFB1055c_DBLa0.16,PFCLINvar24_DBLa0.17,PFD0615c_DBLa0.17,HB3var19_DBLa0.12,HB3var11_DBLa0.12,HB3var18_DBLa0.15,RAJ116var24_DBLa0.9,PF08_0141_DBLa1.6,HB3var01_DBLa1.6,RAJ116var34_DBLa0.15,RAJ116var30_DBLa0.13,RAJ116var35_DBLa0.18,PFCLINvar61_DBLa0.18,HB3var20_DBLa0.5,IGHvar04_DBLa0.1,PFCLINvar49_DBLa1.1,RAJ116var03_DBLa1.2,PFCLINvar75_DBLa1.5,RAJ116var05_DBLa1.8,RAJ116var10_DBLa0.9,IGHvar25_DBLa0.9,IT4var06_DBLa2,DD2var20_DBLa0.9,IGHvar06_DBLa0.24,DD2var12_DBLa0.24,DD2var34_DBLa0.1,PFCLINvar56_DBLa0.1,PFCLINvar23_DBLa0.20,PF07_0051_DBLa0.1,PFI1830c_DBLa0.1,PFCLINvar66_DBLa0.5,PFD1245c_DBLa0.14,IT4var33_DBLa0.11,DD2var41_DBLa0.16,HB3var28_DBLa0.19,IGHvar01_DBLa0.15,PF08_0107_DBLa0.15,PF11_0008_DBLa1.5,AAQ73927_DBLa1.5,PF11_0007_DBLa0.15,IT4var54_DBLa0.1,PFCLINvar53_DBLa0.6,DD2var37_DBLa0.3,PF10_0001_DBLa0.20,PFD1015c_DBLa0.24,PF08_0103_DBLa0.12,PFL1955w_DBLa0.16,HB3var08_DBLa0.9,PFCLINvar43_DBLa0.15,DD2var04_DBLa1.6,DD2var52_DBLa1.5,IT4var64_DBLa1.5,PFD1005c_DBLa0.8,HB3var26_DBLa0.8,MAL6P1.1_DBLa0.8,IGHvar38_DBLa0.13,DD2var50_DBLa0.22,HB3var33_DBLa0.22,HB3var1csa_DBLa1.1,IT4var35_DBLa1.1,AJ420411_DBLa1.1,PFD1235w_DBLa1.4,PF11_0521_DBLa1.7,AAQ73928_DBLa1.7,IGHvar18_DBLa0.22,IT4var34_DBLa0.1,RAJ116var36_DBLa0.13,HB3var34_DBLa0.4,IT4var15_DBLa0.8,DD2var13_DBLa0.8,DD2var38_DBLa0.21,PFE0005w_DBLa0.11,PF13_0001_DBLa0.11,RAJ116var21_DBLa0.20,IT4var05_DBLa0.5,DD2var24_DBLa0.15,PFL1960w_DBLa0.20,HB3var30_DBLa0.1,MAL7P1.56_DBLa0.20,PFC1120c_DBLa0.9,TM284S2var1_DBLa0.9,IT4var20_DBLa2,DD2var47_DBLa2,IGHvar19_DBLa2,PFCLINvar06_DBLa0.18,IGHvar23_DBLa1.7,HB3var24_DBLa0.1,RAJ116var27_DBLa0.5,DD2var35_DBLa0.2,HB3var29_DBLa0.2,PFCLINvar58_DBLa0.21,IT4var01_DBLa0.18,PFCLINvar67_DBLa0.9,DD2var33_DBLa0.9,PFCLINvar28_DBLa0.21,PFCLINvar60_DBLa0.21,MAL6P1.252_DBLa0.21,DD2var36_DBLa0.21,DD2var07_DBLa0.16,DD2var31_DBLa0.5,IGHvar33_DBLa0.5,IT4var66_DBLa0.19,PFL1950w_DBLa0.7,HB3var23_DBLa0.7,DD2var44_DBLa0.23,IT4var26_DBLa0.23,RAJ116var07_DBLa1.5,IGHvar24_DBLa1.8,IGHvar22_DBLa1.8,IGHvar16_DBLa0.11,IT4var32a_DBLa0.23,IT4var14_DBLa0.23,PF10_0406_DBLa0.9,IGHvar21_DBLa0.12,RAJ116var04_DBLa0.12,IT4var63_DBLa0.7,HB3var14_DBLa0.7,HB3var40_DBLa0.7,IT4var02_DBLa1.5,DD2var09b_DBLa1.5,PF13_0003_DBLa1.6,PFCLINvar69_DBLa1.6,IT4var17_DBLa0.11,PFCLINvar11_DBLa0.14,IT4var25_DBLa0.11,PFL0020w_DBLa0.18,IT4var31_DBLa0.18,IGHvar34_DBLa0.18,DD2var49_DBLa1.2,PFD0020c_DBLa1.2,PFCLINvar32_DBLa1.2,PREICHvar90_DBLa0.1,DD2var10_DBLa0.15,DD2var45_DBLa0.1,RAJ116var28_DBLa0.15,IT4var61_DBLa0.9,PF08_0142_DBLa0.9,HB3var21_DBLa0.4,DD2var28_DBLa0.4,IGHvar20_DBLa0.4,RAJ116var06_DBLa0.9,RAJ116var39_DBLa0.10,DD2var39_DBLa0.10,PF07_0139_DBLa0.16,IT4var44_DBLa0.16,IGHvar40_DBLa0.16,IGHvar32_DBLa1.2,RAJ116var17_DBLa1.6,DD2var22_DBLa1.6,IGHvar09_DBLa1.2,DD2var42_DBLa1.2,IGHvar31_DBLa0.1,RAJ116var13_DBLa0.1,HB3var27_DBLa0.1,PFCLINvar65_DBLa0.1,PFD0630c_DBLa0.1,PFD0635c_DBLa0.1,PF07_0049_DBLa0.17,IT4var23_DBLa0.1,IT4var58_DBLa0.1,HB3var36_DBLa0.4,PFCLINvar63_DBLa0.4,DD2var15_DBLa0.4,IT4var28_DBLa0.4,RAJ116var31_DBLa0.5,IT4var45_DBLa0.5,PFD1000c_DBLa0.1,PFD0995c_DBLa0.1,PFC0005w_DBLa0.9,DD2var19_DBLa0.10,RAJ116var01_DBLa0.13,RAJ116var11_DBLa2,RAJ116var33_DBLa0.18,HB3var07_DBLa0.9,RAJ116var29_DBLa0.9,RAJ116var08_DBLa2,HB3var47_DBLa0.11,HB3var09_DBLa0.11,HB3var10_DBLa0.6,HB3var22_DBLa0.8,HB3var50_DBLa0.1,IT4var16_DBLa0.4,IT4var41_DBLa0.4,RAJ116var38_DBLa1.8,IT4var09_DBLa1.6,IT4var60_DBLa1.8,IGHvar12_DBLa1.8,IGHvar05_DBLa0.3,RAJ116var32_DBLa0.3,PFCLINvar71_DBLa0.3,IT4var29_DBLa0.3,PFCLINvar36_DBLa0.3,IGHvar30_DBLa1.2,PF08_0140_DBLa2,IGHvar26_DBLa1.1,IT4var18_DBLa1.2,IGHvar39_DBLa1.1,IGHvar11_DBLa1.1,IGHvar14_DBLa1.1,PFCLINvar68_DBLa1.1,MAL6P1.316_DBLa2,IGHvar02_DBLa0.18,IT4var11_DBLa0.3,PFCLINvar74_DBLa0.3,DD2var21_DBLa0.3,IT4var13_DBLa0.3,IT4var47_DBLa0.1,RAJ116var18_DBLa0.6,DD2var30_DBLa0.6,MAL6P1.4_DBLa0.6,IT4var27_DBLa0.6,DD2var48_DBLa0.6,RAJ116var02_DBLa1.4,PFCLINvar73_DBLa1.4,HB3var02_DBLa1.4,RAJ116var37_DBLa0.12,PFE1640w_DBLa1.4,DD2var32_DBLa1.7,PFCLINvar76_DBLa1.4,PF13_0364_DBLa0.16,AAC05220_DBLa0.5,IT4var39_DBLa0.5,RAJ116var23_DBLa0.13,IGHvar37_DBLa0.8,PFD0005w_DBLa0.5,RAJ116var14_DBLa0.13,IGHvar15_DBLa0.8,PFA0765c_DBLa0.5,PFCLINvar44_DBLa0.5,DD2var46_DBLa0.5
0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,1,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
